Creature ID,Birth Time,Death Time,Life Time,Generation,Speed,Smell Radius,Full,Angle Change
375,14855,15204,349,10,0.07884632,7.99005,3.87511,0.1668369
376,14857,16119,1262,6,0.06814308,7.750406,22.07257,0.5284902
377,14860,15360,500,8,0.02848936,6.313915,8.902549,0.3331886
378,14861,14876,15,16,0.1196475,6.454862,1.74954,0.1066902
379,14864,14878,14,15,0.1556893,7.554877,2.65319,0.08373286
380,14865,14910,45,15,0.1255395,4.336113,3.756175,0.3398554
381,14865,14900,35,16,0.123742,2.15811,1.545049,0.1789581
382,14866,15124,258,8,0.1420829,6.652082,5.482074,0.1743312
383,14874,14934,60,11,0.1781402,6.845283,5.196751,0.06583837
384,14874,15041,167,11,0.05253479,5.186794,3.442373,0.3412412
385,14876,15893,1017,10,0.1181923,3.564496,27.52707,0.1628793
386,14881,14949,68,16,0.05403988,2.380877,1.862355,0.1521322
387,14882,14970,88,8,0.03727383,2.61506,1.291637,0.4437543
388,14884,15211,327,7,0.01287794,2.369004,3.723692,0.5956191
389,14885,14906,21,17,0.0855177,3.10414,1.165703,0.1906679
390,14887,15055,168,9,0.09329525,9.612783,6.086595,0.1728812
391,14891,14955,64,15,0.1494405,7.198856,2.495636,0.07646544
392,14894,14966,72,15,0.1038568,1.881561,4.219809,0.2528809
393,14897,15299,402,8,0.09114224,4.276564,11.81797,0.3546416
394,14906,15194,288,10,0.1080912,3.365321,3.902063,0.3230554
395,14906,14946,40,9,0.0436665,2.40473,1.586786,0.4554045
396,14910,15423,513,9,0.04847349,5.594685,11.95151,0.2578945
397,14917,14956,39,15,0.1083213,5.287949,1.486741,0.1383171
398,14919,15024,105,11,0.03604423,6.946583,2.250706,0.4353374
399,14923,15138,215,16,0.179,8.626854,3.244768,0.04110339
400,14928,15081,153,10,0.03479471,8.719757,1.745465,0.1245
401,14933,15001,68,9,0.01751479,1.358183,0.7055847,0.4630981
